id,OID_,FID,objectid,bp_loc_id,count_id,description,temperature,sky,count_type,town,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
90,196,bp_counts.14537,14537,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,4,4,1,2,0,2,2,3,1,2,1,1,3,,,,,,,,,,,,,35
91,83,bp_counts.14416,14416,20016,7007,,54,3,B,Brookline,Beacon St.,EB,Harvard St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,2,0,0,2,1,1,0,0,1,0,0,2,0,,,,,,,,,,,,,11
92,84,bp_counts.14417,14417,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Harvard St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,2,1,0,0,2,1,1,1,2,2,0,1,,,,,,,,,,,,,16
93,85,bp_counts.14418,14418,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,1,3,7,3,3,10,7,7,9,12,14,12,10,,,,,,,,,,,,,107
94,86,bp_counts.14419,14419,20016,7007,,54,3,B,Brookline,Beacon St.,WB,Harvard St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,1,1,2,1,0,4,1,1,0,1,1,4,,,,,,,,,,,,,19
95,87,bp_counts.14420,14420,20016,7007,,54,3,B,Brookline,Harvard St.,NB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4,2,2,0,0,2,1,6,3,0,2,7,5,1,,,,,,,,,,,,,38
96,88,bp_counts.14421,14421,20016,7007,,54,3,B,Brookline,Harvard St.,NB,Harvard St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,5,3,6,3,1,5,4,5,7,3,4,10,6,8,,,,,,,,,,,,,77
97,89,bp_counts.14422,14422,20016,7007,,54,3,B,Brookline,Harvard St.,NB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2,3,1,0,0,5,0,1,0,1,,,,,,,,,,,,,13
98,90,bp_counts.14423,14423,20016,7007,,54,3,B,Brookline,Harvard St.,SB,Beacon St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,3,1,1,3,0,0,2,2,1,0,,,,,,,,,,,,,16
99,91,bp_counts.14424,14424,20016,7007,,54,3,B,Brookline,Harvard St.,SB,Harvard St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,4,4,4,3,5,5,4,2,11,5,0,5,6,,,,,,,,,,,,,61
100,92,bp_counts.14425,14425,20016,7007,,54,3,B,Brookline,Harvard St.,SB,Beacon St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,2,0,0,0,2,1,0,0,0,1,0,2,1,,,,,,,,,,,,,10
101,115,bp_counts.14426,14426,341,7008,,54,3,B,Cambridge,Mass Ave,SB,Harvard Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,11,10,7,15,8,14,11,20,11,17,18,23,22,11,20,,,,,,,,,,,,,230
102,116,bp_counts.14427,14427,341,7008,,54,3,B,Cambridge,Mass Ave,SB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,3,2,0,0,3,3,4,2,3,2,1,0,1,,,,,,,,,,,,,34
103,137,bp_counts.14456,14456,341,7008,,54,3,B,Cambridge,Mass Ave,SB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0,3,0,1,0,4,2,2,2,3,2,5,2,,,,,,,,,,,,,30
104,138,bp_counts.14457,14457,341,7008,,54,3,B,Cambridge,Memorial Dr.,WB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,4,1,4,1,2,2,8,7,9,10,8,3,4,,,,,,,,,,,,,70
105,139,bp_counts.14458,14458,341,7008,,54,3,B,Cambridge,Memorial Dr.,WB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,5,2,5,4,1,1,3,7,5,10,8,11,8,15,,,,,,,,,,,,,89
106,140,bp_counts.14459,14459,341,7008,,54,3,B,Cambridge,Memorial Dr.,WB,Harvard Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,5,5,1,2,2,5,5,11,10,7,4,7,9,,,,,,,,,,,,,82
107,6341,bp_counts.14460,14460,341,7008,,54,3,B,Cambridge,Memorial Dr.,EB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,6
108,6342,bp_counts.14461,14461,341,7008,,54,3,B,Cambridge,Memorial Dr.,EB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,0,2,3,1,3,0,2,4,4,2,3,1,0,1,,,,,,,,,,,,,29
109,6343,bp_counts.14462,14462,341,7008,,54,3,B,Cambridge,Memorial Dr.,EB,Harvard Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,2,1,3,0,4,1,2,1,3,,,,,,,,,,,,,20
110,6344,bp_counts.14463,14463,341,7008,,54,3,B,Cambridge,Harvard Br.,NB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,4,0,1,4,4,3,1,4,0,1,3,,,,,,,,,,,,,32
111,6345,bp_counts.14464,14464,341,7008,,54,3,B,Cambridge,Harvard Br.,NB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,3,1,0,3,1,3,0,1,0,2,3,1,2,,,,,,,,,,,,,24
112,6346,bp_counts.14465,14465,341,7008,,54,3,B,Cambridge,Harvard Br.,NB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8,10,6,11,8,4,9,18,20,10,16,14,11,7,,,,,,,,,,,,,167
113,122,bp_counts.14466,14466,20030,7009,,54,3,B,Cambridge,Hampshire St.,EB,Hampshire St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,2,0,2,0,2,0,3,0,0,0,3,0,0,,,,,,,,,,,,,14
114,123,bp_counts.14467,14467,20030,7009,,54,3,B,Cambridge,Hampshire St.,EB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,3
115,124,bp_counts.14468,14468,20030,7009,,54,3,B,Cambridge,Hampshire St.,EB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,4,,,,,,,,,,,,,10
116,125,bp_counts.14469,14469,20030,7009,,54,3,B,Cambridge,Prospect St.,SB,Hampshire St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,2
117,126,bp_counts.14470,14470,20030,7009,,54,3,B,Cambridge,Prospect St.,SB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
118,127,bp_counts.14471,14471,20030,7009,,54,3,B,Cambridge,Prospect St.,SB,Hampshire St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,3
119,128,bp_counts.14472,14472,20030,7009,,54,3,B,Cambridge,Prospect St.,NB,Hampshire St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,1,0,1,0,3,0,0,0,2,,,,,,,,,,,,,8
120,129,bp_counts.14473,14473,20030,7009,,54,3,B,Cambridge,Prospect St.,NB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,,,,,,,,,,,,,8
121,130,bp_counts.14474,14474,20030,7009,,54,3,B,Cambridge,Prospect St.,NB,Hampshire St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3
122,131,bp_counts.14475,14475,20030,7009,,54,3,B,Cambridge,Hampshire St.,WB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,4
123,132,bp_counts.14476,14476,20030,7009,,54,3,B,Cambridge,Hampshire St.,WB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,3
124,133,bp_counts.14477,14477,20030,7009,,54,3,B,Cambridge,Hampshire St.,WB,Hampshire St.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,0,0,5,0,2,0,16,0,13,0,10,,,,,,,,,,,,,49
125,134,bp_counts.14478,14478,20026,7010,,54,3,B,Cambridge,Mass Ave,NB,Columbia St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,1,1,0,2,2,3,2,6,1,3,1,2,,,,,,,,,,,,,29
126,135,bp_counts.14479,14479,20026,7010,,54,3,B,Cambridge,Mass Ave,NB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,5,7,13,12,10,6,22,29,23,20,17,24,19,13,,,,,,,,,,,,,229
127,136,bp_counts.14480,14480,20026,7010,,54,3,B,Cambridge,Mass Ave,NB,Main St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
128,141,bp_counts.14481,14481,20026,7010,,54,3,B,Cambridge,Mass Ave,SB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,9,4,8,7,11,6,11,9,9,9,7,7,6,10,,,,,,,,,,,,,121
129,142,bp_counts.14482,14482,20026,7010,,54,3,B,Cambridge,Mass Ave,SB,Main St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,2,1,1,2,1,3,2,1,0,0,0,1,,,,,,,,,,,,,18
130,143,bp_counts.14483,14483,20026,7010,,54,3,B,Cambridge,Mass Ave,SB,Columbia St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,1,0,0,0,0,2,1,2,1,2,0,,,,,,,,,,,,,12
131,144,bp_counts.14484,14484,20026,7010,,54,3,B,Cambridge,Main St.,WB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,2
132,145,bp_counts.14485,14485,20026,7010,,54,3,B,Cambridge,Main St.,WB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,0,0,2,2,3,5,3,2,5,6,5,3,7,3,,,,,,,,,,,,,51
133,146,bp_counts.14486,14486,20026,7010,,54,3,B,Cambridge,Main St.,WB,Columbia St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,2
134,147,bp_counts.14487,14487,20026,7010,,54,3,B,Cambridge,Columbia St.,SB,Main St.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,,,,,,,,,,,,,4
135,148,bp_counts.14488,14488,20026,7010,,54,3,B,Cambridge,Columbia St.,SB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,2,0,0,1,1,0,0,1,0,0,2,0,0,,,,,,,,,,,,,10
136,149,bp_counts.14489,14489,20026,7010,,54,3,B,Cambridge,Columbia St.,SB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,1,0,1,2,1,4,0,1,0,0,0,,,,,,,,,,,,,12
137,6512,bp_counts.14490,14490,20027,7011,,54,3,B,Cambridge,Main St.,SB,Longfellow Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,3,5,0,4,5,5,4,3,3,2,3,4,2,,,,,,,,,,,,,46
138,6513,bp_counts.14491,14491,20027,7011,,54,3,B,Cambridge,Main St.,SB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,0,,,,,,,,,,,,,7
139,6514,bp_counts.14492,14492,20027,7011,,54,3,B,Cambridge,Main St.,SB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,4
140,6515,bp_counts.14493,14493,20027,7011,,54,3,B,Cambridge,Memorial Dr.,WB,Main St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,0,0,0,1,1,0,0,3,2,0,0,1,1,,,,,,,,,,,,,11
141,6516,bp_counts.14494,14494,20027,7011,,54,3,B,Cambridge,Memorial Dr.,WB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,1,1,2,1,0,1,1,1,2,2,1,4,,,,,,,,,,,,,19
142,6517,bp_counts.14495,14495,20027,7011,,54,3,B,Cambridge,Memorial Dr.,WB,Longfellow Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
143,6518,bp_counts.14496,14496,20027,7011,,54,3,B,Cambridge,Memorial Dr.,EB,Main St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,,,,,,,,,,,,,4
144,6519,bp_counts.14497,14497,20027,7011,,54,3,B,Cambridge,Memorial Dr.,EB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,1,1,0,3,1,0,0,,,,,,,,,,,,,8
145,6520,bp_counts.14498,14498,20027,7011,,54,3,B,Cambridge,Memorial Dr.,EB,Longfellow Br.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,5
146,6521,bp_counts.14499,14499,20027,7011,,54,3,B,Cambridge,Longfellow Br.,NB,Memorial Dr.,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
147,6522,bp_counts.14500,14500,20027,7011,,54,3,B,Cambridge,Longfellow Br.,NB,Memorial Dr.,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,,,,,,,,,,,,,4
148,6523,bp_counts.14501,14501,20027,7011,,54,3,B,Cambridge,Longfellow Br.,NB,Main St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,3,5,1,2,5,6,5,4,8,7,7,10,12,,,,,,,,,,,,,80
149,160,bp_counts.14502,14502,20028,7012,,54,3,B,Cambridge,Mass Ave,SB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4,1,5,6,3,1,2,2,3,,,,,,,,,,,,,35
150,161,bp_counts.14503,14503,20028,7012,,54,3,B,Cambridge,Mass Ave,SB,Somerville Ave,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,4,7,1,1,3,2,1,1,2,,,,,,,,,,,,,25
151,162,bp_counts.14504,14504,20028,7012,,54,3,B,Cambridge,Mass Ave,NB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,6,2,5,10,10,8,6,6,7,,,,,,,,,,,,,80
152,163,bp_counts.14505,14505,20028,7012,,54,3,B,Cambridge,Mass Ave,NB,Shopping Center,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,4,1,1,5,0,1,2,1,,,,,,,,,,,,,17
153,366,bp_counts.14705,14705,20028,7012,,54,3,B,Cambridge,Somerville Ave,WB,Shopping Center,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,2,3,2,2,2,1,2,,,,,,,,,,,,,15
154,367,bp_counts.14706,14706,20028,7012,,54,3,B,Cambridge,Somerville Ave,WB,Mass Ave,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,6,3,4,7,10,5,4,,,,,,,,,,,,,46
155,368,bp_counts.14707,14707,20028,7012,,54,3,B,Cambridge,Somerville Ave,WB,Mass Ave,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,0,0,1,0,0,,,,,,,,,,,,,3
156,369,bp_counts.14708,14708,20023,7013,,54,3,B,Cambridge,Broadway,WB,Broadway,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,4,0,3,0,1,0,9,0,6,0,11,0,13,,,,,,,,,,,,,,52
157,370,bp_counts.14709,14709,20023,7013,,54,3,B,Cambridge,Broadway,WB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0
158,371,bp_counts.14710,14710,20023,7013,,54,3,B,Cambridge,Broadway,WB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,2
159,337,bp_counts.14678,14678,20023,7013,,54,3,B,Cambridge,Prospect St.,NB,Broadway,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,1,0,0,0,0,0,3,0,1,0,0,,,,,,,,,,,,,,7
160,372,bp_counts.14711,14711,20023,7013,,54,3,B,Cambridge,Prospect St.,NB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,1,0,1,0,4,0,2,0,3,0,3,,,,,,,,,,,,,,17
161,373,bp_counts.14712,14712,20023,7013,,54,3,B,Cambridge,Prospect St.,NB,Broadway,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,1,0,2,0,0,0,0,0,4,0,1,,,,,,,,,,,,,,11
162,340,bp_counts.14713,14713,20023,7013,,54,3,B,Cambridge,Prospect St.,SB,Broadway,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,2
163,374,bp_counts.14714,14714,20023,7013,,54,3,B,Cambridge,Prospect St.,SB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,4,0,0,0,1,0,0,0,1,0,2,,,,,,,,,,,,,,9
164,242,bp_counts.14584,14584,20023,7013,,54,3,B,Cambridge,Prospect St.,SB,Broadway,WB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,2
165,243,bp_counts.14585,14585,20023,7013,,54,3,B,Cambridge,Broadway,EB,Prospect St.,NB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,3
166,244,bp_counts.14586,14586,20023,7013,,54,3,B,Cambridge,Broadway,EB,Prospect St.,SB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,8
167,246,bp_counts.14587,14587,20023,7013,,54,3,B,Cambridge,Broadway,EB,Broadway,EB,1975-10-09,Thu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,1,0,2,0,3,0,2,0,5,0,1,0,3,,,,,,,,,,,,,,22
168,247,bp_counts.14588,14588,10528,7014,,63,1,B,Boston,Charles St.,SB,Charles St.,SB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,8,4,,,,,,,,,,,,,,,,,,,,,,,19
169,248,bp_counts.14589,14589,10528,7014,,63,1,B,Boston,Charles St.,SB,Beacon St.,WB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,1,0,,,,,,,,,,,,,,,,,,,,,,,3
170,249,bp_counts.14590,14590,10528,7014,,63,1,B,Boston,Charles St.,SB,Beacon St.,EB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,1
171,250,bp_counts.14591,14591,10528,7014,,63,1,B,Boston,Beacon St.,EB,Charles St.,SB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,3,0,0,,,,,,,,,,,,,,,,,,,,,,,4
172,251,bp_counts.14592,14592,10528,7014,,63,1,B,Boston,Beacon St.,EB,Beacon St.,EB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,12
173,252,bp_counts.14593,14593,10528,7014,,63,1,B,Boston,Beacon St.,EB,Charles St.,NB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,0,1,4,,,,,,,,,,,,,,,,,,,,,,,8
174,253,bp_counts.14594,14594,10528,7014,,63,1,B,Boston,Beacon St.,WB,Charles St.,SB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,2
175,254,bp_counts.14595,14595,10528,7014,,63,1,B,Boston,Beacon St.,WB,Beacon St.,WB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,2
176,255,bp_counts.14596,14596,10528,7014,,63,1,B,Boston,Beacon St.,WB,Charles St.,NB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,4
177,256,bp_counts.14597,14597,10528,7014,,63,1,B,Boston,Charles St.,NB,Beacon St.,WB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,7
178,257,bp_counts.14598,14598,10528,7014,,63,1,B,Boston,Charles St.,NB,Beacon St.,EB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,2,0,0,,,,,,,,,,,,,,,,,,,,,,,3
179,258,bp_counts.14599,14599,10528,7014,,63,1,B,Boston,Charles St.,NB,Charles St.,NB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,0,2,4,,,,,,,,,,,,,,,,,,,,,,,11
180,259,bp_counts.14600,14600,20030,7015,,63,1,B,Cambridge,Hampshire St.,EB,Hampshire St.,EB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,3,2,3,3,3,3,,,,,,,,,,,,,21
181,260,bp_counts.14601,14601,20030,7015,,63,1,B,Cambridge,Hampshire St.,EB,Prospect St.,NB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,0,0,1,,,,,,,,,,,,,4
182,261,bp_counts.14602,14602,20030,7015,,63,1,B,Cambridge,Hampshire St.,EB,Prospect St.,SB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,0,1,1,1,2,0,,,,,,,,,,,,,14
183,262,bp_counts.14603,14603,20030,7015,,63,1,B,Cambridge,Prospect St.,SB,Hampshire St.,WB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,0,0,0,2,,,,,,,,,,,,,6
184,263,bp_counts.14604,14604,20030,7015,,63,1,B,Cambridge,Prospect St.,SB,Prospect St.,SB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,1,0,0,0,2,,,,,,,,,,,,,7
185,264,bp_counts.14605,14605,20030,7015,,63,1,B,Cambridge,Prospect St.,SB,Hampshire St.,EB,1975-10-15,Wed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,0,0,0,0,0,0,,,,,,,,,,,,,7
