id,OID_,FID,objectid,bp_loc_id,count_id,description,temperature,sky,count_type,town,from_st_name,from_st_dir,to_st_name,to_st_dir,count_date,count_dow,cnt_0630,cnt_0645,cnt_0700,cnt_0715,cnt_0730,cnt_0745,cnt_0800,cnt_0815,cnt_0830,cnt_0845,cnt_0900,cnt_0915,cnt_0930,cnt_0945,cnt_1000,cnt_1015,cnt_1030,cnt_1045,cnt_1100,cnt_1115,cnt_1130,cnt_1145,cnt_1200,cnt_1215,cnt_1230,cnt_1245,cnt_1300,cnt_1315,cnt_1330,cnt_1345,cnt_1400,cnt_1415,cnt_1430,cnt_1445,cnt_1500,cnt_1515,cnt_1530,cnt_1545,cnt_1600,cnt_1615,cnt_1630,cnt_1645,cnt_1700,cnt_1715,cnt_1730,cnt_1745,cnt_1800,cnt_1815,cnt_1830,cnt_1845,cnt_1900,cnt_1915,cnt_1930,cnt_1945,cnt_2000,cnt_2015,cnt_2030,cnt_2045,cnt_total
7600,3035,bp_counts.18140,18140,20145,11183,,80,1,C,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,0,0,0,0,0,2,0,3,2,1,3,5,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,0,0,2,0,3,0,1,1,1,2,,,,,,,,,40
7601,3036,bp_counts.18141,18141,20145,11183,,80,1,B,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,19,25,33,36,31,47,30,31,23,22,26,25,30,31,16,8,10,5,12,15,5,11,18,6,11,11,7,5,6,11,7,17,8,10,8,16,21,13,14,22,16,26,38,46,47,46,45,37,,,,,,,,,1003
7602,7286,bp_counts.18142,18142,20145,11183,,80,1,J,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,8,3,5,5,1,2,1,7,6,0,1,3,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,2,0,1,3,1,3,1,3,9,,,,,,,,,75
7603,7287,bp_counts.18143,18143,20145,11183,,80,1,S,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,3,,,,,,,,,13
7604,7288,bp_counts.18144,18144,20145,11183,,80,1,P,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,11,19,12,11,12,25,5,13,10,11,6,13,17,18,2,4,4,17,11,5,8,8,13,4,7,13,13,8,6,7,1,6,7,2,0,3,6,7,1,8,10,4,12,12,8,10,13,11,,,,,,,,,434
7605,7290,bp_counts.18145,18145,20145,11183,,80,1,W,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
7606,7334,bp_counts.18687,18687,20145,11183,,80,1,O,Arlington,Minuteman,All,Minuteman,All,2011-07-12,Tue,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,4
7607,5933,bp_counts.18688,18688,20063,11184,,60,3,C,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,11
7608,5934,bp_counts.18689,18689,20063,11184,,60,3,B,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,2,5,4,0,2,2,7,3,5,1,7,3,9,1,5,9,8,5,18,4,4,10,7,19,15,12,,,,,,,,,,,,,,,,,,,,,,,,,167
7609,5935,bp_counts.18690,18690,20063,11184,,60,3,J,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,12,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,22
7610,5936,bp_counts.18691,18691,20063,11184,,60,3,S,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0
7611,5937,bp_counts.18692,18692,20063,11184,,60,3,P,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,0,0,9,2,12,4,14,15,7,10,4,2,4,5,8,2,5,0,8,2,7,3,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,134
7612,5938,bp_counts.18693,18693,20063,11184,,60,3,W,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0
7613,5939,bp_counts.18694,18694,20063,11184,,60,3,O,Hudson,Assabet River Trail,All,Assabet River Trail,All,2010-09-18,Sat,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0
7614,3454,bp_counts.18695,18695,20042,11185,,65,1,C,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,0,1,0,1,0,2,0,1,1,2,1,1,1,3,0,1,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,,,,,,,,,23
7615,3455,bp_counts.18696,18696,20042,11185,,65,1,B,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,3,0,5,0,2,2,0,18,1,0,6,1,5,5,6,1,6,6,7,12,14,6,7,6,8,17,26,12,15,21,11,13,4,7,11,21,3,13,12,18,11,6,7,9,7,8,3,,,,,,,,,382
7616,3456,bp_counts.18697,18697,20042,11185,,65,1,J,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,0,1,0,0,1,4,3,2,3,2,1,4,1,3,2,0,2,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,2,0,0,0,1,1,0,,,,,,,,,42
7617,4286,bp_counts.19826,19826,20042,11185,,65,1,S,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,8
7618,4287,bp_counts.19827,19827,20042,11185,,65,1,P,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,2,4,8,9,5,5,6,13,10,16,8,15,7,15,6,11,4,5,10,5,3,0,6,5,3,2,10,5,0,1,6,2,0,4,9,3,4,9,12,11,6,12,20,7,1,2,12,,,,,,,,,319
7619,4288,bp_counts.19828,19828,20042,11185,,65,1,W,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,4
7620,4289,bp_counts.19829,19829,20042,11185,,65,1,O,Easthampton,Manhan Rail Trail,All,Manhan Rail Trail,All,2010-09-11,Sat,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,,,,,,12
7621,4258,bp_counts.19794,19794,20141,11186,,70,1,C,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,2,0,1,,,,,,,,,19
7622,4259,bp_counts.19795,19795,20141,11186,,70,1,B,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,3,2,1,6,4,5,15,6,15,24,11,12,45,33,18,20,23,25,14,28,23,31,19,30,20,9,25,15,27,23,21,17,25,18,8,30,14,11,11,9,17,5,5,13,7,13,7,17,,,,,,,,,780
7623,4260,bp_counts.19796,19796,20141,11186,,70,1,J,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,4,1,2,4,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,31
7624,4261,bp_counts.19797,19797,20141,11186,,70,1,S,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,2
7625,4263,bp_counts.19799,19799,20141,11186,,70,1,P,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,2,0,0,3,0,0,0,0,3,1,2,2,2,4,2,6,2,1,2,3,4,3,0,0,0,0,0,0,2,2,2,0,0,0,0,2,0,2,0,0,0,1,0,0,4,2,1,,,,,,,,,60
7626,4264,bp_counts.19800,19800,20141,11186,,70,1,W,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2
7627,4265,bp_counts.19801,19801,20141,11186,,70,1,O,Southwick,Southwick Rail Trail,All,Southwick Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
7658,7555,bp_counts.20487,20487,20032,10298,,,-99,C,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,0,0,1,1,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,3,4,,,,,,,,,,,26
7659,7556,bp_counts.20488,20488,20032,10298,,,-99,B,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,35,51,58,62,64,49,41,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,32,41,45,68,86,68,66,,,,,,,,,,,835
7660,7557,bp_counts.20489,20489,20032,10298,,,-99,J,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,4,1,8,5,0,1,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,5,3,7,6,19,,,,,,,,,,,71
7661,7425,bp_counts.20490,20490,20032,10298,,,-99,S,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,1,0,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,2,0,2,0,2,1,,,,,,,,,,,12
7662,7558,bp_counts.20491,20491,20032,10298,,,-99,P,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,50,86,80,83,80,40,17,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,29,40,26,78,63,75,62,,,,,,,,,,,865
7663,7559,bp_counts.20492,20492,20032,10298,,,-99,W,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0
7664,7560,bp_counts.20493,20493,20032,10298,,,-99,O,Cambridge,Minuteman,All,Minuteman,All,2008-07-15,Tue,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,0
7665,4537,bp_counts.20255,20255,20044,10299,,,1,J,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,0,2,0,0,0,1,0,3,1,1,2,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1,0,1,1,0,0,1,,,,,,,,,29
7668,4539,bp_counts.20256,20256,20044,10299,,,1,J,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,1,2,2,1,0,1,0,1,1,0,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,1,2,0,0,1,0,,,,,,,,,28
7669,4688,bp_counts.20471,20471,20044,10299,,,1,C,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,0,1,0,0,1,0,0,0,0,1,1,1,2,0,2,0,5,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,19
7670,4540,bp_counts.20257,20257,20044,10299,,,1,C,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2,3,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,,,,,,,,,20
7671,4541,bp_counts.20258,20258,20044,10299,,,1,W,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,2
7672,4665,bp_counts.20429,20429,20044,10299,,,1,W,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,2
7673,4666,bp_counts.20430,20430,20044,10299,,,1,P,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,2,1,0,1,3,0,4,2,0,4,2,1,5,0,0,0,0,0,3,0,0,2,2,3,0,0,2,1,1,1,1,3,2,0,1,2,0,1,3,0,0,1,2,4,3,0,0,0,,,,,,,,,63
7674,4667,bp_counts.20431,20431,20044,10299,,,1,P,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,0,3,1,3,0,0,0,0,3,2,1,1,1,0,4,3,3,0,0,1,6,2,0,0,1,2,2,1,2,1,3,0,2,2,0,0,5,0,0,0,1,1,0,1,4,1,0,0,,,,,,,,,63
7675,4668,bp_counts.20432,20432,20044,10299,,,1,B,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,1,4,15,14,12,10,9,9,10,8,6,4,13,6,18,34,28,15,10,28,12,19,15,12,10,7,8,6,15,4,18,13,5,6,9,5,2,12,8,5,7,8,4,12,1,9,5,3,,,,,,,,,494
7676,4669,bp_counts.20433,20433,20044,10299,,,1,B,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,7,0,1,0,8,6,9,2,3,9,4,6,5,4,4,12,8,25,3,14,3,11,11,12,9,6,7,24,37,17,25,8,12,9,8,11,16,13,6,15,11,8,9,11,14,8,3,3,,,,,,,,,457
7677,4670,bp_counts.20434,20434,20044,10299,,,1,S,Falmouth,Shining Sea Bikeway,SB,Shining Sea Bikeway,SB,2008-07-02,Wed,,,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,1,1,1,1,0,0,0,0,2,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,1,0,1,0,0,,,,,,,,,23
7678,4672,bp_counts.20435,20435,20044,10299,,,1,S,Falmouth,Shining Sea Bikeway,NB,Shining Sea Bikeway,NB,2008-07-02,Wed,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1,1,0,0,2,0,0,1,0,0,0,2,1,0,0,0,0,2,,,,,,,,,20
7679,4673,bp_counts.20436,20436,20047,11187,,,1,B,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,8,15,28,41,26,3,15,7,6,9,10,11,7,16,27,22,21,33,20,30,20,21,18,26,10,24,14,12,24,20,30,4,19,7,21,15,9,9,18,14,15,17,14,10,10,4,14,11,,,,,,,,,785
7680,4674,bp_counts.20437,20437,20047,11187,,,1,J,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,1,0,1,1,1,1,0,0,1,0,3,0,0,2,0,1,0,2,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,,,,,,20
7681,4675,bp_counts.20438,20438,20047,11187,,,1,S,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,1,1,0,0,0,1,2,2,4,4,2,1,3,1,1,1,1,0,0,0,0,6,0,0,0,3,0,1,1,1,1,0,1,4,0,0,1,2,0,3,0,0,2,0,,,,,,,,,51
7682,4676,bp_counts.20439,20439,20047,11187,,,1,C,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,10
7683,4677,bp_counts.20440,20440,20047,11187,,,1,P,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,5,0,0,3,5,2,1,12,3,3,5,5,6,6,1,2,15,5,3,5,11,4,9,4,14,4,6,1,4,6,4,7,4,1,2,7,5,4,2,3,2,4,7,3,1,0,1,1,,,,,,,,,208
7684,4678,bp_counts.20441,20441,20047,11187,,,1,W,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0
7685,4679,bp_counts.20442,20442,20047,11187,,,1,O,Lanesborough,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,1,4,3,1,0,0,0,,,,,,,,,13
7686,4680,bp_counts.20443,20443,20041,11188,,,1,B,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,2,5,19,35,43,23,17,15,11,10,8,17,9,17,23,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278
7687,4681,bp_counts.20444,20444,20041,11188,,,1,J,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,2,0,0,2,0,2,0,1,2,0,2,1,2,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
7688,4682,bp_counts.20445,20445,20041,11188,,,1,S,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,3,4,1,0,2,1,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16
7689,4815,bp_counts.20638,20638,20041,11188,,,1,C,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,1,0,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6
7690,4816,bp_counts.20639,20639,20041,11188,,,1,P,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,5,1,3,1,5,7,3,7,4,5,8,4,6,5,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76
7691,4817,bp_counts.20640,20640,20041,11188,,,1,W,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
7692,4818,bp_counts.20641,20641,20041,11188,,,1,O,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
7693,4364,bp_counts.19983,19983,20001,11189,,,1,B,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,4,6,5,14,7,4,,,,,,,,,,,,,45
7694,4365,bp_counts.19984,19984,20001,11189,,,1,J,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,,,,,,,,,,,,,2
7695,4366,bp_counts.19985,19985,20001,11189,,,1,S,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,1,2,0,0,0,,,,,,,,,,,,,4
7696,4367,bp_counts.19986,19986,20001,11189,,,1,C,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,0,0,,,,,,,,,,,,,2
7697,4368,bp_counts.19987,19987,20001,11189,,,1,P,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,0,5,3,4,3,,,,,,,,,,,,,19
7698,4369,bp_counts.19988,19988,20001,11189,,,1,W,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0
7699,4370,bp_counts.19989,19989,20001,11189,,,1,O,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,0,0,,,,,,,,,,,,,2
7700,4371,bp_counts.19990,19990,20041,11190,,,3,B,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,1,0,4,3,7,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,6,9,8,10,8,3,,,,,,,,,,,,,80
7701,4372,bp_counts.19991,19991,20041,11190,,,3,J,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1
7702,4374,bp_counts.19992,19992,20041,11190,,,3,S,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,3,3,0,1,,,,,,,,,,,,,7
7703,4375,bp_counts.19993,19993,20041,11190,,,3,C,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,2,0,0,,,,,,,,,,,,,4
7704,4376,bp_counts.19994,19994,20041,11190,,,3,P,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,1,2,1,1,0,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,0,4,,,,,,,,,,,,,21
7705,4377,bp_counts.19995,19995,20041,11190,,,3,W,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,,,,1
7706,4378,bp_counts.19996,19996,20041,11190,,,3,O,Cheshire,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-12,Tue,,,0,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2
7707,4581,bp_counts.20316,20316,20001,11191,,,1,B,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,4,4,3,5,15,17,15,22,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95
7708,4582,bp_counts.20317,20317,20001,11191,,,1,J,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,1,0,1,0,0,4,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
7709,4583,bp_counts.20318,20318,20001,11191,,,1,S,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,0,0,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4
7710,4584,bp_counts.20319,20319,20001,11191,,,1,C,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,0,0,0,0,0,4,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
7711,4585,bp_counts.20320,20320,20001,11191,,,1,P,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,8,4,4,9,7,10,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57
7712,4586,bp_counts.20321,20321,20001,11191,,,1,W,Adams,Ashuwillticook Rail Trail,All,Ashuwillticook Rail Trail,All,2011-07-09,Sat,,,,,,,,,,,0,0,1,1,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
